856;28/11/2025;Sexta-Feira;Movto.Financeiro;0;87.917,67;4 - ITAU;TAR;;36 - Despesas Financeiras;GIROPRE;
402;27/11/2025;Quinta-Feira;Movto.Financeiro;0;87.697,48;1 - UNICREDI;FGTS;;94 - Ações Trabalhistas;FGTS RESCISÃO RICARDO FERNANDES ACORDO;2169 - RICARDO DE OLIVEIRA FERNANDES
471;02/12/2025;Terça-Feira;Movto.Financeiro;0;86.304,94;1 - UNICREDI;TED;;88 - Salarios Rescisao;ENVIO TED D STR - IB/ATM ( Doc.: TED / LUCIANO DE CAMPOS SILVA );
474;02/12/2025;Terça-Feira;Movto.Financeiro;0;86.304,94;1 - UNICREDI;TED;;88 - Salarios Rescisao;ENVIO TED D STR - IB/ATM ( Doc.: TED / LUCIANO DE CAMPOS SILVA );
596;09/12/2025;Terça-Feira;Pagar;0;85.487,55;8 - CAIXA FISICO;ACORDO;1;41 - Compras de Materia Prima;ENCONTRO DE CONTAS NFS DE COMPRA X VENDA DE IMOBILIZADO;4528 - ACOS FAVORIT DISTRIBUIDORA LTDA
68;04/11/2025;Terça-Feira;Movto.Financeiro;0;80.959,25;6 - BRADESCO;1242568;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: MAIKON ROBERTO CARDOZ 04/11;
444;19/11/2025;Quarta-Feira;Transferências;0;77.447,64;1 - UNICREDI;4;;6 - Transferencia entre Contas;TRANSFERENCIA DO UNICRED UM VALOR RECEBIDO ANTECIPADO PARA RESERVA;
353;19/11/2025;Quarta-Feira;Pagar;0;76.891,48;1 - UNICREDI;115;1;22 - FGTS;FGTS - GRF -  FUNDO DE GARANTIA;200200 - FGTS - GRF -  FUNDO DE GARANTIA
909;10/12/2025;Quarta-Feira;Movto.Financeiro;0;71.315,74;1 - UNICREDI;FGTS;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL );
245;17/11/2025;Segunda-Feira;Movto.Financeiro;0;70.114,70;1 - UNICREDI;PGTO;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( ECONOMICA FEDERAL );
910;10/12/2025;Quarta-Feira;Movto.Financeiro;0;68.173,33;1 - UNICREDI;FGTS;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL );
912;10/12/2025;Quarta-Feira;Movto.Financeiro;0;65.432,56;1 - UNICREDI;FGTS;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL );
911;10/12/2025;Quarta-Feira;Movto.Financeiro;0;64.533,03;1 - UNICREDI;FGTS;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL );
237;14/11/2025;Sexta-Feira;Movto.Financeiro;0;59.395,00;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( MAGDA LUCIA GIACOMELLI );
841;24/11/2025;Segunda-Feira;Movto.Financeiro;0;53.291,60;4 - ITAU;TAR;;36 - Despesas Financeiras;CAPITAL GIROPRE;
791;03/11/2025;Segunda-Feira;Movto.Financeiro;0;52.549,75;4 - ITAU;TAR;;36 - Despesas Financeiras;JUROS LIMITE DA CONTA;
860;01/12/2025;Segunda-Feira;Movto.Financeiro;0;51.270,13;4 - ITAU;TAR;;36 - Despesas Financeiras;JUROS LIMITE DA CONTA;
458;01/12/2025;Segunda-Feira;Movto.Financeiro;0;51.266,35;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / FABIO ALEXANDRE DA SILVA OLIVEIRA );
457;01/12/2025;Segunda-Feira;Movto.Financeiro;0;50.501,28;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / Anderson Junio da Silva );
459;01/12/2025;Segunda-Feira;Movto.Financeiro;0;45.718,75;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / TIAGO FIOREZE );
937;02/12/2025;Terça-Feira;Pagar;0;45.000,00;8 - CAIXA FISICO;38767;10;37 - Maquinas e Equipamentos de Produçao;EMPILHADEIRA DADA COMO PAGAMENTO PARA O FORNECEDOR DE PLASTICOS INJETADOS;1405 - USIFIX INDUSTRIA E COMERCIO LTDA
104;05/11/2025;Quarta-Feira;Movto.Financeiro;0;44.350,81;6 - BRADESCO;1930045;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: DOUGLAS ZARINELLO 05/11;
462;01/12/2025;Segunda-Feira;Movto.Financeiro;0;44.192,28;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / EDSON DOMINGOS DE MORAES );
138;06/11/2025;Quinta-Feira;Movto.Financeiro;0;40.892,91;6 - BRADESCO;1248102;;41 - Compras de Materia Prima;TRANSFERENCIA PIX DES: ITALSERVICE AUTOMACAO 06/11;
218;07/11/2025;Sexta-Feira;Movto.Financeiro;0;40.677,76;6 - BRADESCO;1642052;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: TANIA REGINA DEBRASSI 07/11 RESCISÃO ANGELO PIPITONE;9054 - ANGELO PIPITONE
105;05/11/2025;Quarta-Feira;Movto.Financeiro;0;40.000,00;6 - BRADESCO;1930049;;54 - Compras de Serviços;TRANSFERENCIA PIX DES: MDS INSTALACAO DE MAQ 05/11;
148;06/11/2025;Quinta-Feira;Movto.Financeiro;0;38.036,00;6 - BRADESCO;1719356;;24 - Salarios;TRANSFERENCIA PIX DES: AZANHA AZANHA CONTAD 06/11 ( ULTIMO SALARIO FLAVIO);
102;05/11/2025;Quarta-Feira;Movto.Financeiro;0;37.656,53;6 - BRADESCO;1902085;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: Rodrigo de Carvalho J 05/11;
189;11/11/2025;Terça-Feira;Movto.Financeiro;0;37.619,73;6 - BRADESCO;181;;36 - Despesas Financeiras;PAGTO ELETRON COBRANCA PROTESTO MPA 9306253;9156 - MPA AUTOMACAO E INTEGRACAO LTDA
63;04/11/2025;Terça-Feira;Movto.Financeiro;0;36.339,82;6 - BRADESCO;1242499;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: THIAGO JOSE PIANOWSKI 04/11;
70;04/11/2025;Terça-Feira;Movto.Financeiro;0;35.771,17;6 - BRADESCO;1242589;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: SUEMAR JOSE DA COSTA 04/11;
255;17/11/2025;Segunda-Feira;Movto.Financeiro;0;35.474,16;1 - UNICREDI;5159214;;36 - Despesas Financeiras;LIQUIDACAO DE TITULO - IB ( Doc.: 7610337300 / 5159214 );4090 - VITAMOV INDUSTRIA E COMERCIO DE MOVEIS EIRELI
66;04/11/2025;Terça-Feira;Movto.Financeiro;0;33.944,48;6 - BRADESCO;1242545;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: EDSON DE OLIVEIRA BRA 04/11;
73;04/11/2025;Terça-Feira;Movto.Financeiro;0;32.313,90;6 - BRADESCO;1426152;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: Vinicius de Lara Bele 04/11;
64;04/11/2025;Terça-Feira;Movto.Financeiro;0;31.825,86;6 - BRADESCO;1242520;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: LUIS PAULO DE OLIVEIR 04/11;
151;06/11/2025;Quinta-Feira;Movto.Financeiro;0;31.766,43;6 - BRADESCO;1723191;;24 - Salarios;TRANSFERENCIA PIX DES: MORETTI SERVIÇOS ADMI 06/11;
625;05/12/2025;Sexta-Feira;Pagar;0;31.766,43;1 - UNICREDI;SALARIO PJ;1;24 - Salarios;SALARIO SANNITO MORETTI ( MORETTI SERVICOS ADMINISTRATIVOS LTDA );1 - Maclinea Maquinas e Equipamentos Ltda
103;05/11/2025;Quarta-Feira;Movto.Financeiro;0;31.700,00;6 - BRADESCO;1911106;;52 - Aluguel;TRANSFERENCIA PIX DES: BRE-MAX ADMINISTRACAO 05/11;
58;04/11/2025;Terça-Feira;Movto.Financeiro;0;31.465,35;6 - BRADESCO;5749146;;88 - Salarios Rescisao;TRANSF CC PARA CC PJ MARCOS ROBERTO MELO DO COUTO;
140;07/11/2025;Sexta-Feira;Movto.Financeiro;0;30.680,00;6 - BRADESCO;1335204;;24 - Salarios;TRANSFERENCIA PIX DES: FLY SERVICOS E CONSUL 06/11 ( LUCAS LICHTBLAU );8396 - LUCAS LICHTBLAU
623;05/12/2025;Sexta-Feira;Pagar;0;30.680,00;1 - UNICREDI;SALARIO PJ;1;24 - Salarios;SALARIO LUCAS LICHTBLAU ( FLY SERVICOS E CONSULTORIA EM GERENCIAMENTO DE PROJETOS LTDA );1 - Maclinea Maquinas e Equipamentos Ltda
357;21/11/2025;Sexta-Feira;Movto.Financeiro;0;30.412,02;1 - UNICREDI;92429701;;97 - PLANO DE SAÚDE;;
69;04/11/2025;Terça-Feira;Movto.Financeiro;0;29.962,52;6 - BRADESCO;1242579;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: PATRICIA CRISTINA ZOR 04/11;
72;04/11/2025;Terça-Feira;Movto.Financeiro;0;29.166,24;6 - BRADESCO;1310042;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: WAGNER INACIO DE SOUZ 04/11;
340;19/11/2025;Quarta-Feira;Movto.Financeiro;0;28.298,32;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( MEIRELES DA SILVA );
48;18/11/2025;Terça-Feira;Movto.Financeiro;0;28.016,93;3 - BANCO DO BRASIL;IMP SALDO;;5 - Implantaçao de Saldo;IMPLANTAÇÃO DE SALDO (NEGATIVO) BRADESCO - NENHUM MOVIMENTO DE CONTA EM NOVEMBRO REALIZADO;
753;09/12/2025;Terça-Feira;Movto.Financeiro;0;27.431,98;1 - UNICREDI;DEB;;71 - Honorários Advocatícios/Consultoria;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / SOGEST CONSULTORIA E GESTAO EMPRESARIAL LTDA );
80;04/11/2025;Terça-Feira;Movto.Financeiro;0;26.958,79;6 - BRADESCO;5970102;;65 - Luz;CONTA DE LUZ INTERNET --COPEL DISTRIB./PR;
168;07/11/2025;Sexta-Feira;Movto.Financeiro;0;26.738,41;6 - BRADESCO;1642052;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: TANIA REGINA DEBRASSI 07/11;
146;06/11/2025;Quinta-Feira;Movto.Financeiro;0;26.589,15;6 - BRADESCO;1438349;;59 - Alimentaçao;TRANSFERENCIA PIX DES: BUHRER UNIKER ALIMENTOS 06/11;5035 - RESTAURANTE E LANCHONETE BUHRER LTDA
83;05/11/2025;Quarta-Feira;Movto.Financeiro;0;26.556,21;6 - BRADESCO;5891498;;96 - Compras de Importaçao;PAGTO ELETRONICO TRIBUTO INTERNET --PR/SEFAZ;
487;03/12/2025;Quarta-Feira;Movto.Financeiro;0;26.441,94;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / VALTONIR DA COSTA );
67;04/11/2025;Terça-Feira;Movto.Financeiro;0;25.372,30;6 - BRADESCO;1242557;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: FABIO JUNIOR JONAS 04/11;
760;10/12/2025;Quarta-Feira;Movto.Financeiro;0;24.750,81;1 - UNICREDI;DEB;;41 - Compras de Materia Prima;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / BC INDUSTRIAL LASER SOLUTIONS LTDA );
399;26/11/2025;Quarta-Feira;Movto.Financeiro;0;24.634,10;1 - UNICREDI;DEB;;41 - Compras de Materia Prima;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / EQUIPAMENTO ELETRICOS SA );4783 - WEG EQUIPAMENTOS ELETRICOS S/A
59;04/11/2025;Terça-Feira;Movto.Financeiro;0;24.235,06;6 - BRADESCO;1242441;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: DANILO MASSARIN 04/11;
95;05/11/2025;Quarta-Feira;Movto.Financeiro;0;24.040,94;6 - BRADESCO;1901581;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: FABIO JULIO DE MELO 05/11;
169;07/11/2025;Sexta-Feira;Movto.Financeiro;0;23.556,48;6 - BRADESCO;1644095;;41 - Compras de Materia Prima;TRANSFERENCIA PIX DES: MITO INDUSTRIA METALU 07/11;
153;06/11/2025;Quinta-Feira;Movto.Financeiro;0;23.332,00;6 - BRADESCO;1724246;;24 - Salarios;TRANSFERENCIA PIX DES: SAIP AUTOMACAO INDUST 06/11;
626;05/12/2025;Sexta-Feira;Pagar;0;23.332,00;1 - UNICREDI;SALARIO PJ;1;24 - Salarios;SALARIO JOÃO MARIA GINO DE CASTILHO JUNIOR (JSL SAIP AUTOMACAO INDUSTRIAL LTDA);1 - Maclinea Maquinas e Equipamentos Ltda
256;17/11/2025;Segunda-Feira;Movto.Financeiro;0;22.765,64;1 - UNICREDI;5150414;;36 - Despesas Financeiras; LIQUIDACAO DE TITULO - IB ( Doc.: 7610337300 / 5150414 );4090 - VITAMOV INDUSTRIA E COMERCIO DE MOVEIS EIRELI
65;04/11/2025;Terça-Feira;Movto.Financeiro;0;22.726,86;6 - BRADESCO;1242535;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: SERGIO DE OLIVEIRA SA 04/11;
85;05/11/2025;Quarta-Feira;Movto.Financeiro;0;22.717,59;6 - BRADESCO;6633809;;88 - Salarios Rescisao;TRANSF CC PARA CC PJ LUCAS MARTINS PEREIRA;
211;13/11/2025;Quinta-Feira;Movto.Financeiro;0;21.385,44;6 - BRADESCO;953436;;6 - Transferencia entre Contas;TRANSFERENCIA PIX DES: MACLINEA - MAQUINAS E 13/11;
336;19/11/2025;Quarta-Feira;Movto.Financeiro;0;21.374,01;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( VANDERLEY JONAS );
171;07/11/2025;Sexta-Feira;Movto.Financeiro;0;21.328,63;6 - BRADESCO;1655506;;41 - Compras de Materia Prima;TRANSFERENCIA PIX DES: METAL ANJOS 07/11;
876;10/12/2025;Quarta-Feira;Pagar;0;20.940,00;1 - UNICREDI;3;01/01/2001;24 - Salarios;MDS INSTALACAO DE MAQUINAS LTDA;8466 - MDS INSTALACAO DE MAQUINAS LTDA
92;05/11/2025;Quarta-Feira;Movto.Financeiro;0;20.899,22;6 - BRADESCO;1758305;;96 - Compras de Importaçao;TRANSFERENCIA PIX DES: LOGISTIC CO. INTERNAC 05/11;
170;07/11/2025;Sexta-Feira;Movto.Financeiro;0;20.866,65;6 - BRADESCO;1655496;;41 - Compras de Materia Prima;TRANSFERENCIA PIX DES: L.M.P.METALURGICA LTD 07/11;
940;12/12/2025;Sexta-Feira;Pagar;0;19.320,00;8 - CAIXA FISICO;25815;01/01/2001;41 - Compras de Materia Prima;ENCONTRO DE CONTAS COM A EMPILHADEIRA VENDIDA. ;450 - PLASTOMERO PLASTICOS ELASTOMEROS ESPECIAIS LTDA
166;07/11/2025;Sexta-Feira;Movto.Financeiro;0;19.000,00;6 - BRADESCO;1130220;;52 - Aluguel;TRANSFERENCIA PIX DES: BRE-MAX ADMINISTRACAO 07/11;
660;05/12/2025;Sexta-Feira;Movto.Financeiro;0;18.569,54;1 - UNICREDI;FGTS;;87 - FGTS Rescisao;PAGAMENTO FGTS VALDONIR DA COSTA;
727;09/12/2025;Terça-Feira;Pagar;0;18.416,43;1 - UNICREDI;COPEL;1;65 - Luz;COPEL DISTRIBUICAO S/A;448 - COPEL DISTRIBUICAO S/A
970;11/12/2025;Quinta-Feira;Pagar;0;17.815,65;1 - UNICREDI;10096;01/01/2001;97 - PLANO DE SAÚDE;PGTO NF 10096 SUL AMERICA ;200212 - SUL AMERICA PARANA CLINICAS SERVICOS DE SAUDE S.A.
98;05/11/2025;Quarta-Feira;Movto.Financeiro;0;17.004,99;6 - BRADESCO;1902037;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: LUCIANO SILVA 05/11;
703;04/12/2025;Quinta-Feira;Movto.Financeiro;0;17.000,00;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / MAGDA LUCIA GIACOMELLI );
513;05/11/2025;Quarta-Feira;Pagar;0;16.477,29;6 - BRADESCO;6030;01/01/2001;61 - Despesas Administrativas;( RECISÃO JONANS );7893 - SOMA COOPERATIVA DE TRABALHO TECNOLOGIA INFORMACAO
335;19/11/2025;Quarta-Feira;Movto.Financeiro;0;16.441,22;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( CARLOS DUCATE SANTA ANA );
344;19/11/2025;Quarta-Feira;Movto.Financeiro;0;16.340,38;1 - UNICREDI;PGTO;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( ECONOMICA FEDERAL );
159;07/11/2025;Sexta-Feira;Movto.Financeiro;0;15.989,17;6 - BRADESCO;170;;41 - Compras de Materia Prima;PAGTO ELETRON COBRANCA GUNTER METALL LTDA;
141;06/11/2025;Quinta-Feira;Movto.Financeiro;0;15.874,00;6 - BRADESCO;1438281;;24 - Salarios;TRANSFERENCIA PIX DES: J.M.C. AUTOMACAO INDU 06/11 ULTIMO SALARIO ZEZINHO;
152;07/11/2025;Sexta-Feira;Movto.Financeiro;0;15.783,00;6 - BRADESCO;1723375;;24 - Salarios;TRANSFERENCIA PIX DES: EJ SOLUÇ ES MECANICAS 06/11 ( EDELCIO );
62;04/11/2025;Terça-Feira;Movto.Financeiro;0;15.748,86;6 - BRADESCO;1242483;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: Taiane Barboza de Oli 04/11;
400;26/11/2025;Quarta-Feira;Movto.Financeiro;0;15.138,75;1 - UNICREDI;DEB;;59 - Alimentaçao;DEBITO TRASNFERENCIA PIX ( Doc.: DEB PIX / EQUIPAMENTOS ELETRICOS SA );5035 - RESTAURANTE E LANCHONETE BUHRER LTDA
949;09/12/2025;Terça-Feira;Pagar;0;15.138,75;1 - UNICREDI;11821;01/01/2001;59 - Alimentaçao;BX ACORDO ATRASADOS ;5035 - RESTAURANTE E LANCHONETE BUHRER LTDA
142;06/11/2025;Quinta-Feira;Movto.Financeiro;0;15.043,36;6 - BRADESCO;1438298;;61 - Despesas Administrativas;TRANSFERENCIA PIX DES: J.O.F. SOLUCOES EM RE 06/11;8144 - J.O.F. SOLUCOES EM RECURSOS HUMANOS EIRELI
147;07/11/2025;Sexta-Feira;Movto.Financeiro;0;15.000,00;6 - BRADESCO;1719119;;61 - Despesas Administrativas;TRANSFERENCIA PIX DES: ALVIN ALONSO FRANCIS 06/11 ( ACORDO FINALIZAÇÃO JARDINEIRO );
832;24/11/2025;Segunda-Feira;Movto.Financeiro;0;15.000,00;4 - ITAU;TAR;;36 - Despesas Financeiras;DESC DP BAIXA 00049272;
165;07/11/2025;Sexta-Feira;Movto.Financeiro;0;14.894,00;6 - BRADESCO;176;;24 - Salarios;PAGAMENTO ULTIMO SALARIO KLEBER PRESTADOR DE SERVIÇO DE TI;9113 - KLEBER LUIS FURST
818;17/11/2025;Segunda-Feira;Movto.Financeiro;0;14.800,15;4 - ITAU;TAR;;36 - Despesas Financeiras;JUROS       0616.60021-9;
906;10/12/2025;Quarta-Feira;Movto.Financeiro;0;14.629,20;1 - UNICREDI;DEB;;96 - Compras de Importaçao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / INTERNATIONAL PUMP ALLIANCE LTDA );
99;05/11/2025;Quarta-Feira;Movto.Financeiro;0;14.590,72;6 - BRADESCO;1902053;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: MARCIO QUEDAS TEIXEIR 05/11;
97;05/11/2025;Quarta-Feira;Movto.Financeiro;0;14.417,64;6 - BRADESCO;1902015;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: JOAO ALEXANDRE MANOSO 05/11;
446;24/11/2025;Segunda-Feira;Transferências;0;14.303,82;1 - UNICREDI;5;;6 - Transferencia entre Contas;RECEBIMENTO ANTECIPADO CLIENTE UNICRED, TRANSFERIDO PARA RESERVA NO INTER;
994;27/11/2025;Quinta-Feira;Transferências;0;14.000,00;4 - ITAU;7;;6 - Transferencia entre Contas;;
406;26/11/2025;Quarta-Feira;Movto.Financeiro;0;13.792,34;1 - UNICREDI;DEB;;41 - Compras de Materia Prima;DEBITO TRANSFERENCIA PIX ( EQUIPAMENTOS ELETRICOS SA );
101;05/11/2025;Quarta-Feira;Movto.Financeiro;0;13.405,87;6 - BRADESCO;1902075;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: MARCOS ANTONIO SUMAN 05/11;
136;06/11/2025;Quinta-Feira;Movto.Financeiro;0;12.833,84;6 - BRADESCO;1224203;;24 - Salarios;TRANSFERENCIA PIX DES: JOSE ALEXANDRE COELHO 06/11;
191;11/11/2025;Terça-Feira;Movto.Financeiro;0;12.096,00;6 - BRADESCO;1543487;;24 - Salarios;TRANSFERENCIA PIX DES: ZENIR JOSE FIOREZE 11/11;
991;11/12/2025;Quinta-Feira;Pagar;0;11.906,15;1 - UNICREDI;11842;10;59 - Alimentaçao;RESTAURANTE E LANCHONETE BUHRER LTDA;5035 - RESTAURANTE E LANCHONETE BUHRER LTDA
604;17/11/2025;Segunda-Feira;Pagar;0;11.865,00;1 - UNICREDI;2;01/01/2001;67 - Manutençao de Maquinas e Equipamentos;MDS INSTALACAO DE MAQUINAS LTDA;8466 - MDS INSTALACAO DE MAQUINAS LTDA
100;05/11/2025;Quarta-Feira;Movto.Financeiro;0;11.675,18;6 - BRADESCO;1902066;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: GEOVANI TEODORO DA SI 05/11;
372;24/11/2025;Segunda-Feira;Pagar;0;11.620,05;1 - UNICREDI;11831;01/01/2001;59 - Alimentaçao;RESTAURANTE E LANCHONETE BUHRER LTDA;5035 - RESTAURANTE E LANCHONETE BUHRER LTDA
156;07/11/2025;Sexta-Feira;Movto.Financeiro;0;11.311,94;6 - BRADESCO;1432158;;96 - Compras de Importaçao;PIX QR CODE DINAMICO DES: TCP - TERMINAL DE CON 06/11;
126;06/11/2025;Quinta-Feira;Movto.Financeiro;0;11.280,87;6 - BRADESCO;1224035;;24 - Salarios;TRANSFERENCIA PIX DES: JOAO OCTAVIO DE LIMA 06/11;
96;05/11/2025;Quarta-Feira;Movto.Financeiro;0;10.924,42;6 - BRADESCO;1901596;;88 - Salarios Rescisao;TRANSFERENCIA PIX DES: HALLAN SIQUEIRA CORTE 05/11;
872;09/12/2025;Terça-Feira;Movto.Financeiro;0;10.633,48;6 - BRADESCO;9990342;;36 - Despesas Financeiras;MORA CAPITAL DE GIRO;
830;24/11/2025;Segunda-Feira;Movto.Financeiro;0;10.500,00;4 - ITAU;TAR;;36 - Despesas Financeiras;DESC DP BAIXA 00049310;
643;05/12/2025;Sexta-Feira;Pagar;0;10.225,87;1 - UNICREDI;SALARIO;1;24 - Salarios;JOSE ALEXANDRE COELHO;1 - Maclinea Maquinas e Equipamentos Ltda
345;19/11/2025;Quarta-Feira;Movto.Financeiro;0;10.102,70;1 - UNICREDI;PGTO;;87 - FGTS Rescisao;DEBITO PAGAMENTO PIX ( ECONOMICA FEDERAL );
887;10/12/2025;Quarta-Feira;Movto.Financeiro;0;10.000,00;1 - UNICREDI;DEB;;88 - Salarios Rescisao;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / SUEMAR JOSE DA COSTA );
668;08/12/2025;Segunda-Feira;Movto.Financeiro;0;9.894,00;1 - UNICREDI;DEB;;54 - Compras de Serviços;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / P DOS ANJOS SERVICOS DE TORNEARIA E SOLDA );7152 - P DOS ANJOS SERVICOS DE TORNEARIA E SOLDA
826;24/11/2025;Segunda-Feira;Movto.Financeiro;0;9.788,00;6 - BRADESCO;9990328;;36 - Despesas Financeiras;MORA CAPITAL DE GIRO;
19;05/11/2025;Quarta-Feira;Movto.Financeiro;0;9.703,97;7 - SANTANDER;.;;33 - Emprestimos/Parcelas;PARC 025/036 300000037180;
958;11/12/2025;Quinta-Feira;Pagar;0;9.569,50;1 - UNICREDI;122;01/01/2001;71 - Honorários Advocatícios/Consultoria;PGTO NF 122 MARAN;1673 - MARAN, GEHLEN & ADVOGADOS ASSOCIADOS S/C
113;06/11/2025;Quinta-Feira;Movto.Financeiro;0;8.802,83;6 - BRADESCO;1219354;;24 - Salarios;TRANSFERENCIA PIX DES: LUCIANO DE CAMPOS SIL 06/11;
28;06/11/2025;Quinta-Feira;Movto.Financeiro;0;8.795,24;7 - SANTANDER;.;;36 - Despesas Financeiras;OPERACAO DE CAMBIO-DEBITO RESERVA;
107;06/11/2025;Quinta-Feira;Movto.Financeiro;0;8.348,46;6 - BRADESCO;5749104;;24 - Salarios;TRANSF CC PARA CC PJ EDSON DOMINGOS DE MORAES;
116;06/11/2025;Quinta-Feira;Movto.Financeiro;0;8.312,44;6 - BRADESCO;1219367;;24 - Salarios;TRANSFERENCIA PIX DES: TIAGO FIOREZE 06/11;
355;21/11/2025;Sexta-Feira;Movto.Financeiro;0;8.311,37;1 - UNICREDI;DEB;;24 - Salarios;DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / Cintia Barbara Da Cunha Gresczyszin ) ;
